Timestamp,Estado
1781291687.3432,0
1781291688.3439,0
1781291689.3446,0
1781291690.3452,0
1781291691.3458,0
1781291692.3460,0
1781291693.3466,0
1781291694.3469,0
1781291695.3473,0
1781291696.3480,0
1781291697.3483,0
1781291698.3486,0
1781291699.3493,0
1781291700.3495,0
1781291701.3499,0
1781291702.3506,0
1781291703.3511,0
1781291704.3517,0
1781291705.3525,0
1781291706.3533,0
1781291707.3536,0
1781291708.3538,0
1781291709.3543,0
1781291710.3550,0
1781291711.3555,0
1781291712.3562,0
1781291713.3569,0
1781291714.3576,0
1781291715.3577,0
1781291716.3582,0
1781291717.3585,0
1781291805.9335,0
1781291811.5683,0
1781291820.8308,0
1781292016.0820,0
1781292317.0667,1
1781292318.0975,1
1781292319.1370,1
1781292320.1661,1
1781292321.2002,1
1781292322.2288,1
1781292323.2795,1
1781292324.2971,1
1781292325.3289,1
1781292326.3549,1
1781292327.3950,1
1781292328.4267,1
1781292329.4585,1
1781292330.4963,1
1781292331.5307,1
1781292332.5628,1
1781292333.5926,1
1781292334.6282,1
1781292335.6558,1
1781292336.6927,1
1781292337.7283,1
1781292338.7603,1
1781292339.8069,1
1781292340.8361,1
1781292341.8717,1
1781292342.9037,1
1781292343.9041,1
1781292344.9047,1
1781292345.9055,0
1781292346.9062,0
1781292347.9067,0
1781292348.9071,0
1781292349.9080,0
1781292350.9089,0
1781292351.9094,0
1781292352.9095,0
1781292353.9106,0
1781292354.9112,0
1781292355.9115,0
1781292356.9119,0
1781292357.9124,0
1781292358.9127,0
1781292359.9129,0
1781292360.9135,0
1781292361.9143,0
1781292362.9143,0
1781292363.9143,0
1781292364.9149,0
1781292365.9156,0
1781292366.9159,0
1781292367.9166,0
1781292368.9169,0
1781292369.9170,0
1781292370.9176,0
1781292371.9182,0
1781292372.9189,0
1781292373.9193,0
1781292374.9199,0
1781292375.9200,1
1781292376.9202,1
1781292377.9207,0
1781292378.9210,0
1781292379.9215,0
1781292380.9217,0
1781292381.9224,0
1781292382.9228,0
1781292383.9229,0
1781292384.9231,0
1781292385.9235,0
1781292386.9236,0
1781292387.9237,1
1781292388.9243,1
1781292389.9244,0
1781292390.9248,0
1781292391.9255,0
1781292392.9261,0
1781292393.9267,0
1781292394.9274,0
1781292395.9278,0
1781292396.9280,0
1781292397.9286,0
1781292398.9290,0
1781292399.9297,0
1781292400.9298,0
1781292401.9299,0
1781292402.9301,0
1781292403.9302,0
1781292404.9302,0
1781292405.9307,0
1781292406.9309,0
1781292407.9312,0
1781292408.9317,0
1781292409.9318,0
1781292410.9320,0
1781292411.9325,0
1781292412.9334,0
1781292413.9335,0
1781292414.9340,0
1781292415.9343,0
1781292416.9345,0
1781292417.9357,0
1781292418.9359,0
1781292419.9361,0
1781292420.9367,0
1781292421.9370,0
1781292422.9372,0
1781292423.9374,0
1781292424.9381,0
1781292425.9384,0
1781292426.9387,0
1781292427.9388,0
1781292428.9388,0
1781292429.9392,0
1781292430.9397,0
1781292431.9399,0
1781292432.9406,0
1781292433.9414,0
1781292434.9415,0
1781292435.9415,0
1781292436.9416,0
1781292437.9419,0
1781292438.9424,0
1781292439.9428,0
1781292440.9432,0
1781292441.9438,0
1781292442.9443,0
1781292443.9448,0
1781292444.9450,0
1781292445.9454,0
1781292446.9458,0
1781292447.9460,0
1781292448.9466,0
1781292449.9472,0
1781292450.9477,0
1781292451.9485,0
1781292452.9491,0
1781292453.9491,0
1781292454.9492,0
1781292455.9495,0
1781292456.9501,0
1781292457.9505,0
1781292458.9510,0
1781292459.9516,0
1781292460.9524,0
1781292461.9530,0
1781292462.9530,0
1781292463.9540,0
1781292464.9548,0
1781292465.9554,0
1781292466.9558,0
1781292467.9560,0
1781292468.9567,0
1781292469.9574,0
1781292470.9576,0
1781292471.9583,0
1781292472.9585,0
1781292621.5106,1
1781292622.5440,1
1781292623.5760,1
1781292624.6026,1
1781292625.6332,1
1781292626.6684,1
1781292627.7015,1
1781292628.7382,1
1781292629.7720,1
1781292630.8061,1
1781292631.8408,1
1781292632.8596,1
1781292633.8813,1
1781292634.8957,1
1781292635.8964,1
1781292636.8969,1
1781292637.8969,1
1781292638.8976,0
1781292639.8985,0
1781292640.8987,0
1781292641.8994,0
1781292642.8995,0
1781292643.8996,0
1781292644.8999,0
1781292645.9003,0
1781292646.9004,0
1781292647.9006,0
1781292648.9009,0
1781292649.9010,0
1781292650.9010,0
1781292651.9016,0
1781292652.9019,0
1781292653.9020,0
1781292654.9025,0
1781292655.9032,0
1781292656.9042,0
1781292657.9043,0
1781292658.9047,0
1781292659.9054,0
1781292660.9057,0
1781292661.9062,0
1781292662.9068,0
1781292663.9070,0
1781292664.9076,0
1781292665.9083,0
1781292666.9090,0
1781292667.9091,0
1781292668.9097,0
1781292669.9104,0
1781292670.9112,0
1781292671.9119,0
1781292676.9897,1
1781292678.0236,1
1781292679.0561,1
1781292680.0712,1
1781292681.1075,1
1781292682.1240,1
1781292683.1466,1
1781292684.1605,1
1781292685.1856,1
1781292686.2073,1
1781292687.2425,1
1781292688.2723,1
1781292689.3115,1
1781292690.3455,1
1781292691.3754,1
1781292692.4094,1
1781292693.4468,1
1781292694.4786,1
1781292695.5114,1
1781292696.5491,1
1781292697.5854,1
1781292698.6028,1
1781292699.6180,1
1781292700.6394,1
1781292701.6705,1
1781292702.6977,1
1781292703.7266,1
1781292704.7521,1
1781292705.7750,1
1781292706.8160,1
1781292740.4774,1
1781292741.5265,1
1781292742.5529,1
1781292743.5882,1
1781292744.6225,1
1781292745.6549,1
1781292746.6689,1
1781292747.7094,1
1781292748.7416,1
1781292749.7739,1
1781292750.8101,1
1781292751.8347,1
1781292752.8696,1
1781292753.9071,1
1781292754.9394,1
1781292755.9710,1
1781292757.0016,1
1781292758.0200,1
1781292759.0527,1
1781292760.0803,1
1781292761.1139,1
1781292762.1500,1
1781292763.1834,1
1781292764.1961,1
1781292765.2348,1
1781292766.2706,1
1781292767.2979,1
1781292768.3362,1
1781292769.3652,1
1781292770.3999,1
1781292771.4147,1
1781292772.4516,1
1781292773.4849,1
1781292774.5139,1
1781292775.5586,1
1781292776.5967,1
1781292777.6276,1
1781292778.6592,1
1781292779.6859,1
1781292780.7200,1
1781292781.7371,1
1781292782.7375,1
1781292783.7382,1
1781292784.7389,0
1781292785.7391,0
1781292786.7393,0
1781292787.7405,0
1781292788.7410,0
1781292789.7417,0
1781292790.7428,0
1781292791.7430,0
1781292792.7435,0
1781292793.7442,0
1781292794.7452,0
1781292795.7458,0
1781292796.7468,0
1781292797.7469,0
1781292798.7472,0
1781292799.7474,0
1781292800.7487,0
1781292801.7490,0
1781292802.7494,0
1781292803.7502,0
1781292804.7509,0
1781292805.7515,0
1781292806.7519,0
1781292807.7530,0
1781292808.7539,0
1781292809.7542,0
1781292810.7550,0
1781292811.7556,0
1781292812.7562,0
1781292813.7569,0
1781292814.7571,0
1781292815.7581,0
1781292816.7609,0
1781292817.7613,0
1781292818.7621,0
1781292819.7623,0
1781292820.7624,0
1781292821.7633,0
1781292822.7637,0
1781292823.7648,0
1781292824.7654,0
1781292825.7657,0
1781292826.7669,0
1781292827.7678,0
1781292828.7679,0
1781292829.7690,0
1781292830.7695,0
1781292831.7706,0
1781292832.7715,0
1781292833.7717,0
1781292834.7725,0
1781292835.7733,0
1781292836.7740,0
1781292837.7754,0
1781292838.7763,0
1781292839.7763,0
1781292840.7772,0
1781292841.7774,0
1781292842.7774,0
1781292843.7778,0
1781292844.7782,0
1781292845.7786,0
1781292846.7796,0
1781292847.7804,0
1781292848.7812,0
1781292849.7821,0
1781292850.7823,0
1781292851.7836,0
1781292852.7843,0
1781292853.7852,0
1781292854.7859,0
1781292855.7873,0
1781292856.7876,0
1781292857.7877,0
1781292858.7883,0
1781292859.7887,0
1781292860.7887,0
1781292861.7898,0
1781292862.7898,0
1781292863.7902,0
1781292864.7912,0
1781292865.7917,0
1781292866.7925,0
1781292867.7939,0
1781292868.7943,0
1781292869.7953,0
1781292870.7961,0
1781292871.7963,0
1781292872.7972,0
1781292873.7980,0
1781292874.7986,0
1781292875.7997,0
1781292876.7999,0
1781292877.8005,0
1781292878.8007,0
1781292879.8016,0
1781292880.8024,0
1781292881.8025,0
1781292882.8032,0
1781292883.8042,0
1781292884.8044,0
1781292885.8052,0
1781292886.8060,0
1781292887.8065,0
1781292888.8076,0
1781292889.8080,0
1781292890.8087,0
1781292891.8088,0
1781292892.8089,0
1781292893.8090,0
1781292894.8094,0
1781292895.8105,0
1781292896.8108,0
1781292897.8115,0
1781292898.8124,0
1781292899.8134,0
1781292900.8142,0
1781293036.5585,1
1781293037.5852,1
1781293038.6067,1
1781293039.6390,1
1781293040.6399,1
1781293041.6401,1
1781293042.6407,0
1781293043.6415,0
1781293044.6425,0
1781293045.6430,0
1781293046.6431,0
1781293047.6436,0
1781293048.6444,0
1781293049.6449,0
1781293050.6461,0
1781293051.6464,0
1781293052.6466,0
1781293053.6467,0
1781293054.6475,0
1781293055.6479,0
1781293056.6488,0
1781293057.6496,0
1781293058.6502,0
1781293059.6508,0
1781293060.6518,0
1781293061.6521,0
1781293062.6525,0
1781293063.6534,0
1781293064.6537,0
1781293065.6541,0
1781293066.6550,0
1781293067.6554,0
1781293068.6561,0
1781293069.6569,0
1781293070.6572,0
1781293071.6576,0
1781293072.6582,0
1781293073.6588,0
1781293074.6596,0
1781293075.6606,0
1781293076.6611,0
1781293077.6611,0
1781293078.6621,0
1781293079.6625,0
1781293080.6626,0
1781293081.6634,0
1781293082.6644,0
1781293083.6650,0
1781293084.6658,0
1781293085.6663,0
1781293086.6675,0
1781293087.6678,0
1781293088.6692,0
1781293089.6693,0
1781293090.6695,0
1781293091.6697,0
1781293092.6705,0
1781293097.7364,1
1781293098.7661,1
1781293099.8019,1
1781293100.8310,1
1781293101.8398,1
1781293102.8709,1
1781293103.8753,1
1781293104.8767,1
1781293105.8776,1
1781293106.8784,0
1781293107.8791,0
1781293108.8793,0
1781293109.8796,0
1781293110.8805,0
1781293111.8807,0
1781293112.8808,0
1781293113.8815,0
1781293114.8820,0
1781293115.8829,0
1781293116.8837,0
1781293117.8844,0
1781293118.8855,0
1781293119.8866,0
1781293120.8875,0
1781293121.8881,0
1781293122.8887,0
1781293123.8887,0
1781293129.1121,1
1781293130.1532,1
1781293131.1855,1
1781293132.2158,1
1781293133.2523,1
1781293134.2869,1
1781293135.3231,1
1781293136.3235,1
1781293137.3238,1
1781293138.3248,1
1781293139.3258,0
1781293140.3260,0
1781293141.3261,0
1781293142.3268,0
1781293143.3279,0
1781293144.3284,0
1781293145.3289,0
1781293146.3290,0
1781293147.3293,0
1781293148.3293,0
1781293149.3301,0
1781293150.3305,0
1781293151.3317,0
1781293152.3326,0
1781293153.3338,0
1781293154.3340,0
1781293155.3344,0
1781293156.3353,0
1781293157.3358,0
1781293158.3366,0
1781293159.3376,0
1781293160.3380,0
1781293161.3389,0
1781293162.3397,0
1781293163.3403,0
1781293164.3407,0
1781293165.3417,0
1781293166.3419,1
1781293173.5951,1
1781293174.6280,1
1781293175.6555,1
1781293176.6857,1
1781293177.7192,1
1781293178.7546,1
1781293179.7848,1
1781293180.8211,1
1781293181.8223,1
1781293182.8230,1
1781293183.8239,0
1781293184.8239,0
1781293185.8247,0
1781293186.8250,0
1781293187.8256,0
1781293188.8258,0
1781293189.8258,0
1781293190.8260,0
1781293191.8267,0
1781293192.8274,0
1781293193.8275,0
1781293194.8283,0
1781293195.8284,0
1781293196.8286,0
1781293197.8292,0
1781293198.8294,0
1781293199.8295,0
1781293200.8295,0
1781293201.8301,0
1781293202.8303,0
1781293203.8310,0
1781293204.8312,0
1781293205.8312,0
1781293206.8319,0
1781293207.8326,0
1781293208.8333,0
1781293209.8340,0
1781293210.8347,0
1781293211.8349,0
1781293212.8352,0
1781293213.8354,0
1781293214.8360,0
1781293215.8362,0
1781293216.8370,0
1781293217.8372,0
1781293218.8375,0
1781293219.8377,0
1781293220.8382,0
1781293221.8384,0
1781293222.8387,0
1781293223.8389,1
1781293224.8398,1
1781293225.8400,1
1781293226.8408,1
1781293227.8415,1
1781293228.8415,1
1781293229.8423,1
1781293230.8956,1
1781293231.9281,1
1781293232.9611,1
1781293233.9976,1
1781293235.0427,1
1781293236.0855,1
1781293237.1222,1
1781293238.1553,1
1781293239.1802,1
1781293240.2138,1
1781293241.2524,1
1781293242.2869,1
1781293243.3177,1
1781293244.3389,1
1781293245.3628,1
1781293246.4116,1
1781293247.4255,1
1781293248.4442,1
1781293249.4621,1
1781293250.4876,1
1781293251.5179,1
1781293252.5538,1
1781293253.5539,1
1781293254.5541,1
1781293255.5542,1
1781293256.5549,1
1781293257.5551,0
1781293258.5556,0
1781293259.5561,0
1781293260.5566,0
1781293261.5572,0
1781293262.5578,0
1781293263.5584,0
1781293264.5589,0
1781293265.5589,0
1781293266.5594,0
1781293267.5598,0
1781293268.5607,0
1781293269.5617,0
1781293270.5622,0
1781293271.5627,0
1781293272.5630,0
1781293273.5636,0
1781293274.5639,0
1781293275.5643,0
1781293276.5648,0
1781293277.5655,0
1781293283.5838,1
1781293284.5958,1
1781293285.6186,1
1781293286.6437,1
1781293287.6749,1
1781293288.7125,1
1781293289.7479,1
1781293290.7707,1
1781293291.7953,1
1781293292.8275,1
1781293293.8330,1
1781293294.8590,1
1781293295.8976,1
1781293296.9253,1
1781293297.9600,1
1781293298.9731,1
1781293300.0088,1
1781293301.0489,1
1781293302.0809,1
1781293303.1135,1
1781293304.1319,1
1781293305.1704,1
1781293306.1704,1
1781293307.1903,1
1781293308.2191,1
1781293309.2192,1
1781293310.2196,1
1781293311.2203,0
1781293312.2206,0
1781293313.2213,0
1781293314.2220,0
1781293315.2221,0
1781293316.2221,0
1781293317.2226,0
1781293318.2233,0
1781293319.2237,0
1781293320.2242,0
1781293321.2245,0
1781293322.2246,0
1781293323.2251,0
1781293324.2255,0
1781293325.2261,0
1781293326.2265,0
1781293327.2266,0
1781293328.2270,0
1781293329.2273,0
1781293330.2279,0
1781293331.2285,0
1781293332.2285,0
1781293333.2289,0
1781293338.4689,1
1781293339.4897,1
1781293340.5245,1
1781293341.5295,1
1781293342.5426,1
1781293343.5710,1
1781293344.5712,1
1781293345.5716,1
1781293346.5723,0
1781293347.5728,0
1781293348.5734,0
1781293349.5739,0
1781293350.5742,0
1781293351.5742,0
1781293352.5746,0
1781293353.5746,0
1781293354.5753,1
1781293355.5763,1
1781293356.7189,1
1781293357.7534,1
1781293358.7879,1
1781293359.8214,1
1781293360.8595,1
1781293361.8894,1
1781293362.9274,1
1781293363.9459,1
1781293364.9463,1
1781293365.9473,1
1781293366.9481,0
1781293367.9482,0
1781293368.9487,0
1781293369.9488,0
1781293370.9493,0
1781293371.9499,0
1781293372.9503,0
1781293373.9504,0
1781293374.9508,0
1781293375.9514,0
1781293376.9515,0
1781293377.9528,0
1781293378.9534,0
1781293379.9538,0
1781293380.9540,0
1781293381.9540,0
1781293382.9542,0
1781293383.9549,0
1781293384.9550,0
1781293385.9552,0
1781293386.9557,0
1781293387.9558,0
1781293388.9560,0
1781293389.9565,0
1781293390.9571,0
1781293391.9575,0
1781293392.9579,0
1781293393.9583,0
1781293394.9589,0
1781293395.9594,0
1781293396.9595,0
1781293397.9599,0
1781293398.9603,0
1781293399.9609,0
1781293400.9610,0
1781293401.9613,0
1781293402.9617,0
1781293403.9624,0
1781293404.9637,1
1781293405.9644,1
1781293406.9653,1
1781293407.9657,1
1781293408.9662,1
1781293409.9667,1
1781293410.9671,1
1781293412.1021,1
1781293413.1404,1
1781293414.1680,1
1781293415.1895,1
1781293416.2019,1
1781293417.2376,1
1781293418.2681,1
1781293419.2842,1
1781293420.3128,1
1781293421.3505,1
1781293422.3840,1
1781293423.4250,1
1781293424.4610,1
1781293425.4697,1
1781293426.5084,1
1781293427.5208,1
1781293428.5664,1
1781293429.5945,1
1781293430.6133,1
1781293431.6307,1
1781293432.6673,1
1781293433.6800,1
1781293434.7093,1
1781293435.7460,1
1781293436.7631,1
1781293437.8036,1
1781293438.8213,1
1781293439.8427,1
1781293440.8736,1
1781293441.8932,1
1781293442.9155,1
1781293443.9443,1
1781293444.9630,1
1781293445.9959,1
1781293447.0242,1
1781293448.0294,1
1781293449.0453,1
1781293450.0583,1
1781293451.0794,1
1781293452.1121,1
1781293453.1393,1
1781293480.2041,1
1781293481.2355,1
1781293482.2710,1
1781293483.3050,1
1781293484.3057,1
1781293485.3062,1
1781293486.3067,0
1781293487.3074,0
1781293488.3075,0
1781293489.3077,0
1781293490.3082,0
1781293491.3087,0
1781293492.3091,0
1781293493.3093,0
